version,Regularizer,cluster key,cluster set,cluster dhn,cluster nodes,cluster size,cluster type,cut ratio,is inverted flux,ML input features,ML output features,mae,best_loss
11,1,12-c,2,4,"[25, 26, 44]",3,1-0,0.3333333333333333,0,4,0,0.018603054056034914,0.007439900655299425
10,0,13-c,2,4,"[24, 33]",2,1-2,1.5,0,3,2,0.09679787014105946,0.010544360615313053
11,1,13-c,2,4,"[24, 33]",2,1-2,1.5,0,3,2,0.11248278125381564,0.014811411499977112
10,0,14-c,2,4,"[51, 52, 79, 80, 84]",5,1-0,0.2,0,6,0,0.025280410106465503,0.007156874984502792
11,1,14-c,2,4,"[51, 52, 79, 80, 84]",5,1-0,0.2,0,6,0,0.03173297061360994,0.012968768365681171
10,0,15-c,2,4,"[14, 15, 19, 21, 46, 47, 57, 58, 85, 89]",10,2-6,0.8,0,12,6,0.06279709650693585,0.0052911764942109585
11,1,15-c,2,4,"[14, 15, 19, 21, 46, 47, 57, 58, 85, 89]",10,2-6,0.8,0,12,6,0.0770718235390529,0.009956197813153267
10,0,16-c,2,4,"[3, 36, 38, 39, 40, 59, 67, 68]",8,1-5,0.75,0,9,5,0.10842313005360746,0.007490615826100111
11,1,16-c,2,4,"[3, 36, 38, 39, 40, 59, 67, 68]",8,1-5,0.75,0,9,5,0.1271536387041315,0.012960921041667461
10,0,18-c,2,4,"[8, 21, 57, 58, 61, 85]",6,1-5,1.0,0,7,5,0.1347171933222043,0.008933978155255318
11,1,18-c,2,4,"[8, 21, 57, 58, 61, 85]",6,1-5,1.0,0,7,5,0.15048637176238974,0.013269871473312378
10,0,20-c,2,4,"[19, 21, 34, 47, 57, 64]",6,2-4,1.0,0,8,4,0.04938516833678791,0.00550229474902153
11,1,20-c,2,4,"[19, 21, 34, 47, 57, 64]",6,2-4,1.0,0,8,4,0.05588441954083364,0.00915435142815113
10,0,21-c,2,4,"[2, 3, 13, 67, 69, 70]",6,1-3,0.6666666666666666,0,7,3,0.08955066206260329,0.006346628535538912
11,1,21-c,2,4,"[2, 3, 13, 67, 69, 70]",6,1-3,0.6666666666666666,0,7,3,0.10236211814046171,0.011487131007015705
10,0,22-c,2,4,"[36, 38, 39, 40, 51, 59, 68, 84]",8,1-3,0.5,0,9,3,0.09806009918280445,0.008083708584308624
11,1,22-c,2,4,"[36, 38, 39, 40, 51, 59, 68, 84]",8,1-3,0.5,0,9,3,0.12238153392733776,0.013699371367692947
10,0,23-c,2,4,"[2, 3, 51, 67, 68, 84]",6,1-5,1.0,0,7,5,0.09160615603135955,0.006807715632021427
11,1,23-c,2,4,"[2, 3, 51, 67, 68, 84]",6,1-5,1.0,0,7,5,0.10906274125057025,0.011868389323353767
10,0,24-c,2,4,"[39, 51, 52, 68, 79, 80, 84]",7,1-1,0.2857142857142857,0,8,1,0.042087953004309994,0.005214941222220659
11,1,24-c,2,4,"[39, 51, 52, 68, 79, 80, 84]",7,1-1,0.2857142857142857,0,8,1,0.04882900761586359,0.010152132250368595
10,0,25-c,2,4,"[19, 20, 27, 28, 47, 62, 63, 64]",8,2-3,0.625,0,10,3,0.142729972190959,0.00857060682028532
11,1,25-c,2,4,"[19, 20, 27, 28, 47, 62, 63, 64]",8,2-3,0.625,0,10,3,0.16412284122536325,0.014847639948129654
10,0,26-c,2,4,"[8, 10, 21, 34, 35, 57, 61, 81]",8,1-4,0.625,0,9,4,0.13601468897473787,0.00857063289731741
11,1,26-c,2,4,"[8, 10, 21, 34, 35, 57, 61, 81]",8,1-4,0.625,0,9,4,0.16150322970643788,0.014158003032207489
10,0,27-c,2,4,"[19, 20, 21, 27, 28, 34, 35, 57, 90]",9,1-4,0.5555555555555556,0,10,4,0.05839452516243248,0.004802324343472719
11,1,27-c,2,4,"[19, 20, 21, 27, 28, 34, 35, 57, 90]",9,1-4,0.5555555555555556,0,10,4,0.0754293600076984,0.009766444563865662
10,0,28-c,2,4,"[8, 10, 21, 41, 57, 58, 61, 81]",8,1-5,0.75,0,9,5,0.1444169459536684,0.008833709172904491
11,1,28-c,2,4,"[8, 10, 21, 41, 57, 58, 61, 81]",8,1-5,0.75,0,9,5,0.16557583131327105,0.014329854398965836
10,0,29-c,2,4,"[14, 15, 19, 20, 27, 28, 46, 47]",8,2-5,0.875,0,10,5,0.1316970749298044,0.007881217636168003
11,1,29-c,2,4,"[14, 15, 19, 20, 27, 28, 46, 47]",8,2-5,0.875,0,10,5,0.1492879708779408,0.01364581473171711
